Policy Number,Year,IDV,City,State,Claim,Cubic Capacity,Mfr-Model,Premium
4402251,2010,257242,BANGALORE,Karnataka,35840,1250,Tata Indica,7008
3471742,2009,217114,BANGALORE,Karnataka,31829,1250,Tata Indica,6388
3662641,2010,257030,BANGALORE,Karnataka,60109,1250,Tata Indica,6903
3239304,2011,285106,BANGALORE,Karnataka,6786,1250,Tata Indica,7346
5273264,2009,228976,BANGALORE,Karnataka,18208,1250,Tata Indica,6586
3999184,2007,158292,BANGALORE,Karnataka,18995,1250,Tata Indica,4224
5125867,2009,227672,BANGALORE,Karnataka,29535,1250,Tata Indica,6611
3444710,2006,124686,BANGALORE,Karnataka,8087,1250,Tata Indica,3265
5411047,2009,201669,BANGALORE,Karnataka,4758,1250,Tata Indica,5569
4915252,2010,256390,BANGALORE,Karnataka,36532,1250,Tata Indica,7506
5459296,2009,205754,BANGALORE,Karnataka,41478,1250,Tata Indica,5756
3479931,2011,270744,BANGALORE,Karnataka,44148,1250,Tata Indica,7925
3365666,2008,187909,BANGALORE,Karnataka,19040,1250,Tata Indica,5158
3841101,2010,241694,BANGALORE,Karnataka,9297,1250,Tata Indica,6876
4318934,2009,203065,BANGALORE,Karnataka,35102,1250,Tata Indica,5210
3279968,2011,273747,BANGALORE,Karnataka,29747,1250,Tata Indica,7223
4100831,2007,160679,BANGALORE,Karnataka,32683,1250,Tata Indica,4757
5105461,2009,199513,BANGALORE,Karnataka,38401,1250,Tata Indica,5813
3442939,2010,221743,BANGALORE,Karnataka,6525,1250,Tata Indica,6587
4329588,2010,253820,BANGALORE,Karnataka,17486,1250,Tata Indica,7409
4360920,2010,244268,BANGALORE,Karnataka,12491,1250,Tata Indica,6616
5317804,2011,288382,BANGALORE,Karnataka,6344,1250,Tata Indica,8176
4459494,2011,283011,BANGALORE,Karnataka,34448,1250,Tata Indica,7834
3709138,2010,259442,BANGALORE,Karnataka,48905,1250,Tata Indica,6916
4303237,2006,127513,BANGALORE,Karnataka,37457,1250,Tata Indica,3453
5122435,2007,156340,BANGALORE,Karnataka,6189,1250,Tata Indica,4281
5541214,2011,260497,BANGALORE,Karnataka,57850,1250,Tata Indica,7326
3718606,2007,153647,BANGALORE,Karnataka,2078,1250,Tata Indica,4399
4016323,2008,186762,BANGALORE,Karnataka,45186,1250,Tata Indica,5000
3270000,2008,184532,BANGALORE,Karnataka,2596,1250,Tata Indica,5268
3525379,2009,198898,BANGALORE,Karnataka,43534,1250,Tata Indica,5376
3866603,2010,249994,BANGALORE,Karnataka,12475,1250,Tata Indica,6620
4012071,2006,130751,BANGALORE,Karnataka,5360,1250,Tata Indica,3890
3883090,2006,123564,BANGALORE,Karnataka,4767,1250,Tata Indica,3633
3786442,2005,117567,BANGALORE,Karnataka,28717,1250,Tata Indica,3238
4568294,2011,252866,BANGALORE,Karnataka,11541,1250,Tata Indica,7002
4466426,2010,253334,BANGALORE,Karnataka,17307,1250,Tata Indica,7553
3844204,2010,239494,BANGALORE,Karnataka,53567,1250,Tata Indica,6974
3730575,2010,246811,BANGALORE,Karnataka,27704,1250,Tata Indica,6809
3493734,2010,244711,BANGALORE,Karnataka,30837,1250,Tata Indica,7114
4406636,2010,240642,BANGALORE,Karnataka,31772,1250,Tata Indica,6442
4494499,2010,251059,BANGALORE,Karnataka,26327,1250,Tata Indica,7458
4354914,2008,173431,BANGALORE,Karnataka,28358,1250,Tata Indica,4869
4224160,2009,225733,BANGALORE,Karnataka,10005,1250,Tata Indica,6721
5222676,2010,242968,BANGALORE,Karnataka,24645,1250,Tata Indica,7229
3399417,2008,174685,BANGALORE,Karnataka,39594,1250,Tata Indica,4823
4118750,2010,232759,BANGALORE,Karnataka,39304,1250,Tata Indica,6430
3625673,2010,239670,BANGALORE,Karnataka,9328,1250,Tata Indica,6857
5448425,2011,265792,BANGALORE,Karnataka,22036,1250,Tata Indica,7613
5149954,2009,228410,BANGALORE,Karnataka,39633,1250,Tata Indica,6082
5294471,2007,145433,BANGALORE,Karnataka,2156,1250,Tata Indica,4131
3580309,2009,217095,BANGALORE,Karnataka,14326,1250,Tata Indica,6495
3534514,2009,213421,BANGALORE,Karnataka,20083,1250,Tata Indica,5910
4655910,2011,259925,BANGALORE,Karnataka,28271,1250,Tata Indica,7750
4789332,2010,238925,BANGALORE,Karnataka,57008,1250,Tata Indica,6567
4788444,2011,276045,BANGALORE,Karnataka,38350,1250,Tata Indica,7822
3621189,2010,231606,BANGALORE,Karnataka,27466,1250,Tata Indica,6006
4769968,2010,227855,BANGALORE,Karnataka,45294,1250,Tata Indica,6567
5533712,2008,187695,BANGALORE,Karnataka,24025,1250,Tata Indica,5565
5045584,2009,224572,BANGALORE,Karnataka,54695,1250,Tata Indica,6676
4815928,2011,280787,BANGALORE,Karnataka,34906,1250,Tata Indica,7784
3645689,2008,172509,BANGALORE,Karnataka,54621,1250,Tata Indica,4826
4396544,2005,130398,BANGALORE,Karnataka,13678,1250,Tata Indica,3780
4258506,2011,287308,BANGALORE,Karnataka,32312,1250,Tata Indica,7626
4174416,2007,156105,BANGALORE,Karnataka,17418,1250,Tata Indica,4348
3366164,2009,198553,BANGALORE,Karnataka,45966,1250,Tata Indica,5233
4861375,2007,151939,BANGALORE,Karnataka,49736,1250,Tata Indica,4146
5396542,2008,166331,BANGALORE,Karnataka,10778,1250,Tata Indica,4338
3377659,2009,212589,BANGALORE,Karnataka,30785,1250,Tata Indica,5706
3532558,2008,189276,BANGALORE,Karnataka,41861,1250,Tata Indica,5254
4909042,2007,161519,BANGALORE,Karnataka,24717,1250,Tata Indica,4339
4717104,2009,217470,BANGALORE,Karnataka,62741,1250,Tata Indica,5626
4635909,2010,244327,BANGALORE,Karnataka,23049,1250,Tata Indica,6552
3685780,2008,180549,BANGALORE,Karnataka,4293,1250,Tata Indica,5012
4740447,2010,228817,BANGALORE,Karnataka,25611,1250,Tata Indica,6443
3786593,2007,151617,BANGALORE,Karnataka,37674,1250,Tata Indica,4148
4117955,2006,130914,BANGALORE,Karnataka,23596,1250,Tata Indica,3688
5113214,2010,230955,BANGALORE,Karnataka,41828,1250,Tata Indica,6910
4774782,2010,230173,BHOPAL,MADHYA PRADESH,14149,1250,Tata Indica,6819
3361609,2005,122333,BHOPAL,MADHYA PRADESH,11065,1250,Tata Indica,3266
3925327,2010,255497,BHOPAL,MADHYA PRADESH,24703,1250,Tata Indica,6657
4111301,2011,282772,BHOPAL,MADHYA PRADESH,8959,1250,Tata Indica,7977
5323079,2009,223306,BHOPAL,MADHYA PRADESH,12398,1250,Tata Indica,6050
4719044,2011,284177,BHOPAL,MADHYA PRADESH,32100,1250,Tata Indica,7730
3701025,2010,245211,BHOPAL,MADHYA PRADESH,33778,1250,Tata Indica,6584
3826149,2011,267015,BHOPAL,MADHYA PRADESH,36753,1250,Tata Indica,7629
3478261,2011,265034,BHOPAL,MADHYA PRADESH,30695,1250,Tata Indica,7362
5435508,2011,287409,BHOPAL,MADHYA PRADESH,21844,1250,Tata Indica,7692
3368633,2007,156707,BHOPAL,MADHYA PRADESH,12229,1250,Tata Indica,4688
5335950,2010,252224,BHOPAL,MADHYA PRADESH,16871,1250,Tata Indica,6761
4584061,2010,251069,BHOPAL,MADHYA PRADESH,27647,1250,Tata Indica,7188
4790961,2008,188044,BHOPAL,MADHYA PRADESH,2104,1250,Tata Indica,5298
5149949,2005,123690,BHOPAL,MADHYA PRADESH,1302,1250,Tata Indica,3505
4164892,2007,158812,BHOPAL,MADHYA PRADESH,7817,1250,Tata Indica,4412
5086775,2006,133346,BHOPAL,MADHYA PRADESH,16574,1250,Tata Indica,3529
4417789,2011,279977,BHOPAL,MADHYA PRADESH,12771,1250,Tata Indica,7729
4485126,2011,263018,CALICUT,KERALA,9188,1250,Tata Indica,7872
4109749,2010,252933,CALICUT,KERALA,12503,1250,Tata Indica,7229
3926387,2009,205748,CALICUT,KERALA,19139,1250,Tata Indica,5289
4978618,2010,255770,CALICUT,KERALA,11212,1250,Tata Indica,7294
5029121,2011,280431,CALICUT,KERALA,21145,1250,Tata Indica,8260
4075920,2011,288780,CALICUT,KERALA,29557,1250,Tata Indica,7802
4404712,2009,199670,CALICUT,KERALA,8727,1250,Tata Indica,5468
3955853,2005,121439,CALICUT,KERALA,21960,1250,Tata Indica,3539
3470055,2006,126867,CALICUT,KERALA,12303,1250,Tata Indica,3472
4292323,2008,180933,CALICUT,KERALA,2872,1250,Tata Indica,4915
4563379,2010,252680,CALICUT,KERALA,38000,1250,Tata Indica,6713
3287723,2009,195362,CALICUT,KERALA,17691,1250,Tata Indica,5299
3810273,2007,149520,CALICUT,KERALA,6992,1250,Tata Indica,4230
4653156,2008,199310,CALICUT,KERALA,8152,1250,Tata Indica,5550
4595918,2009,219138,CALICUT,KERALA,3542,1250,Tata Indica,6327
3278363,2010,255941,CALICUT,KERALA,11840,1250,Tata Indica,7445
5115094,2009,202929,CALICUT,KERALA,22854,1250,Tata Indica,6004
3946788,2008,180272,CALICUT,KERALA,30823,1250,Tata Indica,5253
4785217,2006,127328,CALICUT,KERALA,20877,1250,Tata Indica,3575
4204824,2008,173619,CALICUT,KERALA,13199,1250,Tata Indica,4735
3977311,2011,291989,CALICUT,KERALA,8044,1250,Tata Indica,7954
3447574,2005,117813,CALICUT,KERALA,13017,1250,Tata Indica,3397
3428957,2010,265982,CALICUT,KERALA,30811,1250,Tata Indica,7922
3712270,2007,151671,CALICUT,KERALA,2566,1250,Tata Indica,4365
3921341,2010,248151,CALICUT,KERALA,60407,1250,Tata Indica,6420
4042457,2010,240441,CALICUT,KERALA,11867,1250,Tata Indica,6415
5190795,2006,122953,CALICUT,KERALA,4825,1250,Tata Indica,3648
3876722,2011,293623,CALICUT,KERALA,32306,1250,Tata Indica,8205
4442016,2010,258167,CALICUT,KERALA,11364,1250,Tata Indica,6962
3815042,2005,132465,CALICUT,KERALA,5425,1250,Tata Indica,3571
3931264,2006,132441,CHENNAI,TAMILNADU,34302,1250,Tata Indica,3852
5191218,2006,133911,CHENNAI,TAMILNADU,24354,1250,Tata Indica,3625
3631720,2009,217984,CHENNAI,TAMILNADU,4173,1250,Tata Indica,5842
3823993,2005,117601,CHENNAI,TAMILNADU,33607,1250,Tata Indica,3170
4421923,2010,252087,CHENNAI,TAMILNADU,79775,1250,Tata Indica,7337
3829521,2007,145721,CHENNAI,TAMILNADU,41031,1250,Tata Indica,4329
4983781,2010,256941,CHENNAI,TAMILNADU,6616,1250,Tata Indica,6803
4541341,2009,198878,CHENNAI,TAMILNADU,21844,1250,Tata Indica,5843
4836728,2010,247185,CHENNAI,TAMILNADU,22901,1250,Tata Indica,6960
3353603,2009,204238,CHENNAI,TAMILNADU,4458,1250,Tata Indica,5927
4277557,2008,176446,CHENNAI,TAMILNADU,23271,1250,Tata Indica,4734
3392435,2007,153640,CHENNAI,TAMILNADU,14374,1250,Tata Indica,4575
4180980,2010,254112,CHENNAI,TAMILNADU,33356,1250,Tata Indica,7412
4942212,2008,190498,CHENNAI,TAMILNADU,39666,1250,Tata Indica,5031
3668354,2009,230599,CHENNAI,TAMILNADU,28084,1250,Tata Indica,6819
4564743,2011,279769,CHENNAI,TAMILNADU,100674,1250,Tata Indica,7441
4304880,2011,293004,CHENNAI,TAMILNADU,14221,1250,Tata Indica,7776
3726953,2009,210361,CHENNAI,TAMILNADU,4808,1250,Tata Indica,6043
4067795,2010,228070,CHENNAI,TAMILNADU,19930,1250,Tata Indica,6424
3802238,2007,145148,CHENNAI,TAMILNADU,20651,1250,Tata Indica,4335
4900468,2007,146446,CHENNAI,TAMILNADU,30783,1250,Tata Indica,4263
5120508,2006,125933,CHENNAI,TAMILNADU,20108,1250,Tata Indica,3766
3638570,2008,175543,CHENNAI,TAMILNADU,23258,1250,Tata Indica,4579
4351378,2008,188994,CHENNAI,TAMILNADU,38000,1250,Tata Indica,4980
5545027,2011,286128,CHENNAI,TAMILNADU,32550,1250,Tata Indica,8427
4259977,2006,140006,CHENNAI,TAMILNADU,20258,1250,Tata Indica,4090
4953861,2007,138279,CHENNAI,TAMILNADU,25171,1250,Tata Indica,3957
5400577,2011,295015,CHENNAI,TAMILNADU,65200,1250,Tata Indica,8428
4925359,2007,142534,CHENNAI,TAMILNADU,29459,1250,Tata Indica,4154
4536727,2011,285217,CHENNAI,TAMILNADU,36397,1250,Tata Indica,8489
4014075,2010,256088,CHENNAI,TAMILNADU,23123,1250,Tata Indica,7144
5490200,2007,156860,CHENNAI,TAMILNADU,10591,1250,Tata Indica,4521
4818036,2008,175313,CHENNAI,TAMILNADU,24434,1250,Tata Indica,5091
5274916,2011,285072,CHENNAI,TAMILNADU,52924,1250,Tata Indica,7816
3742989,2008,173668,CHENNAI,TAMILNADU,45869,1250,Tata Indica,5031
4076209,2008,166190,CHENNAI,TAMILNADU,38410,1250,Tata Indica,4914
4574551,2011,272178,CHENNAI,TAMILNADU,24342,1250,Tata Indica,7475
3760552,2011,291813,CHENNAI,TAMILNADU,98049,1250,Tata Indica,8092
4436430,2011,298877,CHENNAI,TAMILNADU,34457,1250,Tata Indica,8478
4576431,2007,148238,CHENNAI,TAMILNADU,3534,1250,Tata Indica,4242
5195152,2010,233642,CHENNAI,TAMILNADU,61234,1250,Tata Indica,6746
4445588,2007,145862,CHENNAI,TAMILNADU,7998,1250,Tata Indica,3826
5540117,2007,141693,CHENNAI,TAMILNADU,36246,1250,Tata Indica,3737
3497145,2008,199093,CHENNAI,TAMILNADU,25455,1250,Tata Indica,5902
3338601,2008,176361,CHENNAI,TAMILNADU,4567,1250,Tata Indica,4636
5441252,2010,226696,CHENNAI,TAMILNADU,28736,1250,Tata Indica,6239
5058698,2007,158495,CHENNAI,TAMILNADU,40667,1250,Tata Indica,4503
3677680,2009,217051,CHENNAI,TAMILNADU,43601,1250,Tata Indica,5782
3997886,2010,233150,CHENNAI,TAMILNADU,41794,1250,Tata Indica,6644
3747691,2007,149826,CHENNAI,TAMILNADU,9787,1250,Tata Indica,4451
5479568,2007,148814,CHENNAI,TAMILNADU,11925,1250,Tata Indica,4300
4533267,2009,216211,CHENNAI,TAMILNADU,37994,1250,Tata Indica,6098
4750064,2011,275232,CHENNAI,TAMILNADU,43281,1250,Tata Indica,7126
3554942,2009,217693,CHENNAI,TAMILNADU,47273,1250,Tata Indica,6452
4471752,2011,291068,CHENNAI,TAMILNADU,58739,1250,Tata Indica,7470
5451386,2010,248898,CHENNAI,TAMILNADU,5109,1250,Tata Indica,6783
5127228,2010,251595,CHENNAI,TAMILNADU,22271,1250,Tata Indica,7258
4878889,2007,148429,CHENNAI,TAMILNADU,8037,1250,Tata Indica,4189
3869770,2010,235150,CHENNAI,TAMILNADU,16919,1250,Tata Indica,6254
4108841,2008,189315,CHENNAI,TAMILNADU,61411,1250,Tata Indica,5571
5383627,2005,118291,CHENNAI,TAMILNADU,19041,1250,Tata Indica,3211
4911029,2011,282411,CHENNAI,TAMILNADU,71735,1250,Tata Indica,8396
3512442,2007,154300,CHENNAI,TAMILNADU,26908,1250,Tata Indica,4200
3670272,2010,230217,CHENNAI,TAMILNADU,62711,1250,Tata Indica,6351
4159953,2008,195636,CHENNAI,TAMILNADU,20523,1250,Tata Indica,5397
4349865,2009,231399,CHENNAI,TAMILNADU,26331,1250,Tata Indica,6373
5275890,2005,125189,CHENNAI,TAMILNADU,6901,1250,Tata Indica,3503
5432223,2008,186371,CHENNAI,TAMILNADU,41574,1250,Tata Indica,4975
4212358,2010,244724,CHENNAI,TAMILNADU,3434,1250,Tata Indica,7099
5222996,2011,266399,CHENNAI,TAMILNADU,56111,1250,Tata Indica,7689
3400365,2011,285795,CHENNAI,TAMILNADU,40258,1250,Tata Indica,7835
4461936,2009,219192,CHENNAI,TAMILNADU,46957,1250,Tata Indica,6059
5105103,2010,251123,CHENNAI,TAMILNADU,43297,1250,Tata Indica,7443
5111955,2005,129906,CHENNAI,TAMILNADU,24186,1250,Tata Indica,3606
3520426,2010,233351,CHENNAI,TAMILNADU,27549,1250,Tata Indica,6870
3599817,2011,264933,CHENNAI,TAMILNADU,84391,1250,Tata Indica,7146
3787582,2011,299587,CHENNAI,TAMILNADU,49623,1250,Tata Indica,8953
4697831,2008,179272,CHENNAI,TAMILNADU,9964,1250,Tata Indica,4697
4447082,2011,302137,CHENNAI,TAMILNADU,86540,1250,Tata Indica,8602
5420501,2010,247148,CHENNAI,TAMILNADU,27923,1250,Tata Indica,7352
3251267,2007,151498,CHENNAI,TAMILNADU,8925,1250,Tata Indica,3984
4008277,2005,131350,CHENNAI,TAMILNADU,12983,1250,Tata Indica,3867
5258248,2011,281722,CHENNAI,TAMILNADU,70835,1250,Tata Indica,7573
3423145,2011,289053,CHENNAI,TAMILNADU,9293,1250,Tata Indica,7407
4615767,2007,148534,CHENNAI,TAMILNADU,32070,1250,Tata Indica,3851
5258615,2008,180267,CHENNAI,TAMILNADU,5007,1250,Tata Indica,4656
3593964,2009,207577,CHENNAI,TAMILNADU,47333,1250,Tata Indica,6058
5156979,2006,132578,CHENNAI,TAMILNADU,28561,1250,Tata Indica,3884
4225274,2010,240427,CHENNAI,TAMILNADU,31821,1250,Tata Indica,6603
4154199,2005,123783,CHENNAI,TAMILNADU,21327,1250,Tata Indica,3472
3606442,2005,117856,CHENNAI,TAMILNADU,39386,1250,Tata Indica,3438
4812043,2010,226668,CHENNAI,TAMILNADU,42329,1250,Tata Indica,6190
3850291,2006,124694,CHENNAI,TAMILNADU,11582,1250,Tata Indica,3358
5111560,2006,125326,CHENNAI,TAMILNADU,14668,1250,Tata Indica,3506
4871535,2011,258634,CHENNAI,TAMILNADU,25511,1250,Tata Indica,6653
3344886,2007,139903,CHENNAI,TAMILNADU,3230,1250,Tata Indica,3818
3432997,2008,175385,CHENNAI,TAMILNADU,12976,1250,Tata Indica,5239
5199715,2010,239393,CHENNAI,TAMILNADU,6427,1250,Tata Indica,7173
3632055,2011,292588,CHENNAI,TAMILNADU,73493,1250,Tata Indica,7852
4286537,2010,246063,CHENNAI,TAMILNADU,13719,1250,Tata Indica,6785
4302494,2010,253559,CHENNAI,TAMILNADU,21274,1250,Tata Indica,7541
3648839,2010,248012,CHENNAI,TAMILNADU,81794,1250,Tata Indica,7145
4975867,2009,211492,CHENNAI,TAMILNADU,12177,1250,Tata Indica,6102
3989031,2007,147739,CHENNAI,TAMILNADU,23390,1250,Tata Indica,4005
5282294,2008,180523,CHENNAI,TAMILNADU,34709,1250,Tata Indica,5302
4279217,2010,250830,CHENNAI,TAMILNADU,9934,1250,Tata Indica,6788
3958516,2009,214780,CHENNAI,TAMILNADU,40117,1250,Tata Indica,5650
5152648,2010,235907,CHENNAI,TAMILNADU,4851,1250,Tata Indica,6071
4160269,2010,248248,CHENNAI,TAMILNADU,12146,1250,Tata Indica,6506
5403143,2011,272402,CHENNAI,TAMILNADU,3181,1250,Tata Indica,7322
5021713,2010,261622,CHENNAI,TAMILNADU,27232,1250,Tata Indica,7754
5183172,2005,125802,CHENNAI,TAMILNADU,22335,1250,Tata Indica,3336
5330563,2011,264804,CHENNAI,TAMILNADU,42772,1250,Tata Indica,6783
5394151,2011,266370,CHENNAI,TAMILNADU,32478,1250,Tata Indica,6927
4171339,2007,143916,CHENNAI,TAMILNADU,25879,1250,Tata Indica,3769
5368520,2011,283403,CHENNAI,TAMILNADU,68828,1250,Tata Indica,7771
4118160,2007,148709,CHENNAI,TAMILNADU,30503,1250,Tata Indica,4261
3431979,2010,250752,CHENNAI,TAMILNADU,4183,1250,Tata Indica,7196
4750144,2008,191860,CHENNAI,TAMILNADU,40191,1250,Tata Indica,5446
4619886,2008,188059,CHENNAI,TAMILNADU,47783,1250,Tata Indica,5405
5186846,2009,198799,CHENNAI,TAMILNADU,24033,1250,Tata Indica,5844
4580691,2011,265179,CHENNAI,TAMILNADU,67448,1250,Tata Indica,7738
3583275,2011,280131,CHENNAI,TAMILNADU,95518,1250,Tata Indica,7733
4109819,2010,239781,CHENNAI,TAMILNADU,74899,1250,Tata Indica,7057
5527622,2010,251791,GURGAON,HARYANA,83946,1250,Tata Indica,6542
4014729,2006,131481,GURGAON,HARYANA,14354,1250,Tata Indica,3717
3831663,2010,240998,GURGAON,HARYANA,27819,1250,Tata Indica,6211
5471926,2011,269242,GURGAON,HARYANA,35191,1250,Tata Indica,7992
3743444,2011,278296,GURGAON,HARYANA,24880,1250,Tata Indica,8220
4321639,2010,243582,GURGAON,HARYANA,14777,1250,Tata Indica,6986
5414093,2007,142645,GURGAON,HARYANA,4062,1250,Tata Indica,4228
3684219,2009,204860,GURGAON,HARYANA,8656,1250,Tata Indica,6124
5534702,2011,263153,GURGAON,HARYANA,52279,1250,Tata Indica,7786
3906694,2011,256218,GURGAON,HARYANA,21959,1250,Tata Indica,6845
3730503,2011,250783,GURGAON,HARYANA,43108,1250,Tata Indica,7444
5154259,2010,243349,GURGAON,HARYANA,6855,1250,Tata Indica,6362
4723867,2010,238785,GURGAON,HARYANA,40474,1250,Tata Indica,6556
4669800,2011,282936,GURGAON,HARYANA,6260,1250,Tata Indica,7709
5471872,2010,242393,GURGAON,HARYANA,10508,1250,Tata Indica,6561
5542165,2010,242102,GURGAON,HARYANA,48266,1250,Tata Indica,6297
5294282,2007,144361,GURGAON,HARYANA,12211,1250,Tata Indica,4237
3708748,2007,153819,GURGAON,HARYANA,36932,1250,Tata Indica,4282
3590151,2009,203328,GURGAON,HARYANA,7801,1250,Tata Indica,5604
5436607,2009,220834,GURGAON,HARYANA,26278,1250,Tata Indica,5920
5078459,2009,218963,GURGAON,HARYANA,27746,1250,Tata Indica,5837
5158976,2010,258406,GURGAON,HARYANA,27054,1250,Tata Indica,6651
5119423,2011,277566,GURGAON,HARYANA,48442,1250,Tata Indica,7409
3816895,2008,183922,GURGAON,HARYANA,56608,1250,Tata Indica,4986
5045156,2009,204716,GURGAON,HARYANA,5894,1250,Tata Indica,5545
4516625,2011,275622,GURGAON,HARYANA,47123,1250,Tata Indica,8001
4635503,2007,161863,GURGAON,HARYANA,38339,1250,Tata Indica,4204
3733859,2009,226239,GURGAON,HARYANA,50807,1250,Tata Indica,6064
4446981,2009,213233,GURGAON,HARYANA,71687,1250,Tata Indica,6372
5554711,2009,200687,GURGAON,HARYANA,60663,1250,Tata Indica,5555
3280965,2008,169283,GURGAON,HARYANA,43342,1250,Tata Indica,4796
4322935,2006,130562,GURGAON,HARYANA,25972,1250,Tata Indica,3665
4414954,2010,246724,GURGAON,HARYANA,23014,1250,Tata Indica,7309
3591011,2011,265608,GURGAON,HARYANA,8031,1250,Tata Indica,7633
4899537,2006,128957,GURGAON,HARYANA,40203,1250,Tata Indica,3440
3572587,2008,190451,GURGAON,HARYANA,24993,1250,Tata Indica,5060
3861288,2006,129211,GURGAON,HARYANA,49669,1250,Tata Indica,3768
5162894,2011,264434,GURGAON,HARYANA,81647,1250,Tata Indica,7851
5408586,2006,120289,GURGAON,HARYANA,25713,1250,Tata Indica,3081
3896381,2009,231218,GURGAON,HARYANA,51355,1250,Tata Indica,6331
4370081,2008,171950,GURGAON,HARYANA,11733,1250,Tata Indica,4752
4135473,2008,199449,GURGAON,HARYANA,27352,1250,Tata Indica,5455
5442675,2011,298490,GURGAON,HARYANA,51461,1250,Tata Indica,7687
3264774,2010,232795,GURGAON,HARYANA,31874,1250,Tata Indica,6544
5132528,2010,250675,GURGAON,HARYANA,46581,1250,Tata Indica,7039
4803114,2011,264796,GURGAON,HARYANA,26787,1250,Tata Indica,7818
4923095,2010,243123,GURGAON,HARYANA,6964,1250,Tata Indica,6799
3616487,2010,245108,GURGAON,HARYANA,17056,1250,Tata Indica,7181
3728334,2011,253298,GURGAON,HARYANA,25609,1250,Tata Indica,7471
4315629,2010,246188,GURGAON,HARYANA,19781,1250,Tata Indica,6827
5398353,2010,239845,GURGAON,HARYANA,7256,1250,Tata Indica,6881
3441247,2011,296068,GURGAON,HARYANA,11220,1250,Tata Indica,8137
4079233,2009,215709,GURGAON,HARYANA,53712,1250,Tata Indica,6324
4174496,2011,266237,GURGAON,HARYANA,34494,1250,Tata Indica,7881
5234751,2008,190461,GURGAON,HARYANA,5406,1250,Tata Indica,5269
4683430,2005,126394,GURGAON,HARYANA,25805,1250,Tata Indica,3403
3932646,2005,115688,GURGAON,HARYANA,3141,1250,Tata Indica,3455
3579983,2011,286857,GURGAON,HARYANA,85101,1250,Tata Indica,8323
4806603,2008,177477,GURGAON,HARYANA,44889,1250,Tata Indica,5059
3664662,2007,162990,GURGAON,HARYANA,34396,1250,Tata Indica,4782
4359336,2011,260515,GURGAON,HARYANA,4146,1250,Tata Indica,6962
3432362,2010,249028,GURGAON,HARYANA,17464,1250,Tata Indica,7160
4196983,2009,212125,GURGAON,HARYANA,72941,1250,Tata Indica,5731
5418230,2006,138462,GURGAON,HARYANA,25566,1250,Tata Indica,3909
4512812,2011,255425,GURGAON,HARYANA,25994,1250,Tata Indica,6550
3439167,2009,196913,GURGAON,HARYANA,13840,1250,Tata Indica,5573
3878359,2008,176073,GURGAON,HARYANA,17333,1250,Tata Indica,4534
3919903,2007,153584,GURGAON,HARYANA,19826,1250,Tata Indica,4255
4561154,2010,259479,GURGAON,HARYANA,28473,1250,Tata Indica,7636
4660343,2008,174524,GURGAON,HARYANA,20268,1250,Tata Indica,4845
3659154,2010,241732,GURGAON,HARYANA,63603,1250,Tata Indica,6468
3518731,2006,131239,GURGAON,HARYANA,48909,1250,Tata Indica,3750
4342237,2007,144113,GURGAON,HARYANA,7642,1250,Tata Indica,3832
3541215,2007,150009,GURGAON,HARYANA,37870,1250,Tata Indica,4164
4230411,2007,146109,GURGAON,HARYANA,28699,1250,Tata Indica,4241
5132184,2009,226278,GURGAON,HARYANA,23786,1250,Tata Indica,5938
3901907,2008,178436,GURGAON,HARYANA,11870,1250,Tata Indica,4928
5111922,2011,281935,GURGAON,HARYANA,85176,1250,Tata Indica,7872
5152349,2008,181823,GURGAON,HARYANA,22389,1250,Tata Indica,4921
4505745,2008,181368,GURGAON,HARYANA,18061,1250,Tata Indica,5315
4697665,2010,262278,GURGAON,HARYANA,74543,1250,Tata Indica,7309
3222876,2006,124391,GURGAON,HARYANA,23758,1250,Tata Indica,3438
5215885,2009,225506,GURGAON,HARYANA,33340,1250,Tata Indica,6575
4500389,2010,233250,GURGAON,HARYANA,27873,1250,Tata Indica,6077
5140165,2008,168683,GURGAON,HARYANA,60802,1250,Tata Indica,4725
4739771,2011,277330,GURGAON,HARYANA,77114,1250,Tata Indica,7146
5134271,2011,277020,GURGAON,HARYANA,30199,1250,Tata Indica,8054
4154100,2008,194157,GURGAON,HARYANA,14875,1250,Tata Indica,5637
3772080,2011,261199,GURGAON,HARYANA,4260,1250,Tata Indica,6803
4566414,2007,140080,GURGAON,HARYANA,20483,1250,Tata Indica,3673
4695176,2006,123298,GURGAON,HARYANA,9903,1250,Tata Indica,3524
5221946,2007,151515,GURGAON,HARYANA,5844,1250,Tata Indica,3904
5336278,2011,277066,GURGAON,HARYANA,26210,1250,Tata Indica,7898
3573209,2008,175364,GURGAON,HARYANA,28893,1250,Tata Indica,5047
5268100,2010,229471,GURGAON,HARYANA,32897,1250,Tata Indica,6600
3973914,2011,280367,GURGAON,HARYANA,5064,1250,Tata Indica,8324
3937511,2011,279214,GURGAON,HARYANA,15631,1250,Tata Indica,8047
4642285,2010,239218,GURGAON,HARYANA,26406,1250,Tata Indica,6558
3792783,2011,271061,GURGAON,HARYANA,66781,1250,Tata Indica,7315
4383225,2010,223804,GURGAON,HARYANA,55209,1250,Tata Indica,6192
3837003,2009,215418,GURGAON,HARYANA,28399,1250,Tata Indica,5746
4891204,2009,230891,GURGAON,HARYANA,37783,1250,Tata Indica,6615
4650109,2007,150738,GURGAON,HARYANA,41127,1250,Tata Indica,3888
